Year,ISO3,ADM0_PT,ADM0_EN,ADM0_PCODE,ADM1_PT,ADM1_PCODE,ADM2_PT,ADM2_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Ngauma,MZ0817,65895,62559,128454,13920,10757,8263,6696,5816,5078,4130,3038,2202,1643,1217,912,743,577,422,262,219,14604,11228,8485,6316,4704,3735,3161,2581,2026,1600,1239,912,679,506,368,253,162,28524,21985,16748,13012,10520,8813,7291,5619,4228,3243,2456,1824,1422,1083,790,515,381
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Nipepe,MZ0818,29479,28611,58090,5821,4776,3889,2970,2203,1940,1887,1539,1271,1006,738,523,354,243,155,81,83,6108,4985,4220,3160,2287,1749,1352,1114,995,814,625,443,292,197,128,80,62,11929,9761,8109,6130,4490,3689,3239,2653,2266,1820,1363,966,646,440,283,161,145
2024,MOZ,Mo̤ambique,Mozambique,MZ,Niassa,MZ08,Sanga,MZ0819,51027,49364,100391,10131,7806,7226,5765,4075,3428,3024,2325,1805,1406,1049,831,758,597,418,212,171,10629,8148,7359,5711,4060,3076,2329,1858,1541,1252,1021,770,571,425,306,206,102,20760,15954,14585,11476,8135,6504,5353,4183,3346,2658,2070,1601,1329,1022,724,418,273
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Buzi,MZ0901,120322,108855,229177,19205,18120,16041,13703,10735,8756,7638,5890,4692,3986,3214,2505,1966,1562,1153,725,431,19473,18328,16025,13357,9534,6945,5503,4309,3708,3116,2464,1913,1467,1148,823,494,248,38678,36448,32066,27060,20269,15701,13141,10199,8400,7102,5678,4418,3433,2710,1976,1219,679
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Caia,MZ0902,100848,93025,193873,16103,14854,14623,12187,9199,7308,6251,4743,3776,3144,2395,1823,1434,1154,885,620,349,16328,15024,14478,11858,8777,6318,4632,3520,3098,2547,1869,1403,1065,841,627,429,211,32431,29878,29101,24045,17976,13626,10883,8263,6874,5691,4264,3226,2499,1995,1512,1049,560
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Chemba,MZ0903,52052,46131,98183,8546,7857,7021,5732,5000,4090,3303,2433,1858,1547,1240,977,801,651,492,317,187,8665,7947,7113,5603,4365,3147,2227,1652,1435,1155,798,595,483,384,280,172,110,17211,15804,14134,11335,9365,7237,5530,4085,3293,2702,2038,1572,1284,1035,772,489,297
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Cheringoma,MZ0904,34794,33125,67919,5550,5093,5396,4392,3169,2471,2143,1635,1331,1084,740,540,443,348,250,143,66,5627,5152,5471,4417,3122,2201,1631,1251,1132,926,644,477,373,294,215,137,55,11177,10245,10867,8809,6291,4672,3774,2886,2463,2010,1384,1017,816,642,465,280,121
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Chibabava,MZ0905,95622,80032,175654,15291,14967,12312,10411,8032,6750,6596,5206,3958,3258,2458,1833,1363,1112,911,768,396,15505,15138,12144,9707,6111,4267,3707,3030,2748,2273,1614,1171,821,650,517,439,190,30796,30105,24456,20118,14143,11017,10303,8236,6706,5531,4072,3004,2184,1762,1428,1207,586
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Cidade Da Beira,MZ0906,416894,425164,842058,75359,68044,44251,42258,45550,39240,28939,19924,13512,10762,9119,6841,4698,3512,2491,1619,775,76411,68824,44271,43046,48748,41170,30949,21849,13350,10005,8740,6558,4376,3174,2097,1149,447,151770,136868,88522,85304,94298,80410,59888,41773,26862,20767,17859,13399,9074,6686,4588,2768,1222
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Dondo,MZ0907,129139,129614,258753,22152,19751,16426,14670,13401,11042,8318,5818,4141,3394,2910,2259,1678,1304,948,599,328,22462,19977,16247,14664,13986,11266,8591,6187,4119,3193,2683,2078,1570,1194,804,395,198,44614,39728,32673,29334,27387,22308,16909,12005,8260,6587,5593,4337,3248,2498,1752,994,526
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Gorongosa,MZ0908,107986,100509,208495,18024,16357,15194,12426,10566,8595,7088,5105,3595,2889,2297,1768,1410,1110,797,457,308,18276,16544,15386,12228,9386,6946,5519,4147,3199,2543,1918,1427,1052,805,569,347,217,36300,32901,30580,24654,19952,15541,12607,9252,6794,5432,4215,3195,2462,1915,1366,804,525
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Machanga,MZ0909,38094,33283,71377,6025,5826,4581,3884,3316,2790,2448,1912,1523,1335,1176,950,739,601,465,328,195,6109,5893,4984,4052,2796,2006,1642,1264,1008,849,723,581,455,368,279,191,83,12134,11719,9565,7936,6112,4796,4090,3176,2531,2184,1899,1531,1194,969,744,519,278
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Maringue,MZ0910,59843,51716,111559,9862,9016,8145,6638,5823,4745,3756,2755,2140,1775,1380,1083,918,739,537,302,229,10000,9119,8147,6289,4725,3306,2237,1666,1554,1294,946,718,561,449,337,229,139,19862,18135,16292,12927,10548,8051,5993,4421,3694,3069,2326,1801,1479,1188,874,531,368
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Marromeu,MZ0911,95272,93984,189256,15772,14481,13351,11142,9146,7406,6111,4536,3503,2878,2213,1634,1190,880,583,287,159,15992,14647,13976,11651,9108,6810,5207,3976,3309,2699,2028,1530,1173,885,585,266,142,31764,29128,27327,22793,18254,14216,11318,8512,6812,5577,4241,3164,2363,1765,1168,553,301
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Muanza,MZ0912,22417,22605,45022,3680,3475,3378,2710,1969,1605,1624,1222,799,606,420,300,244,183,118,44,40,3731,3515,3468,2813,2135,1586,1240,997,940,750,438,306,268,205,132,46,35,7411,6990,6846,5523,4104,3191,2864,2219,1739,1356,858,606,512,388,250,90,75
2024,MOZ,Mo̤ambique,Mozambique,MZ,Sofala,MZ09,Nhamatanda,MZ0913,179273,171462,350735,28577,26214,24811,21040,16417,13206,11262,8344,6063,5199,4713,3937,3375,2709,1908,917,581,28976,26514,25274,21266,16175,12114,9710,7301,5473,4467,3647,3018,2712,2196,1539,721,359,57553,52728,50085,42306,32592,25320,20972,15645,11536,9666,8360,6955,6087,4905,3447,1638,940
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Angonia,MZ1001,325571,314548,640119,55546,52108,43312,35015,28862,25530,20703,15573,12301,9604,7380,5641,4185,3494,2894,2263,1160,57133,53518,43714,34467,28263,23450,17701,13941,11658,9126,6897,4864,3307,2612,1980,1314,603,112679,105626,87026,69482,57125,48980,38404,29514,23959,18730,14277,10505,7492,6106,4874,3577,1763
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Cahora Bassa,MZ1002,86221,87012,173233,14535,13715,12554,9956,7198,6329,5869,4434,3034,2257,1767,1361,1063,859,646,397,247,14951,14086,13015,10285,7606,6356,5500,4330,3114,2294,1683,1206,939,740,513,235,159,29486,27801,25569,20241,14804,12685,11369,8764,6148,4551,3450,2567,2002,1599,1159,632,406
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Changara,MZ1003,80373,77896,158269,13019,12141,12518,9691,6532,5555,5050,3854,2842,2211,1762,1430,1226,1019,766,434,323,13391,12470,13487,10284,6829,5291,4236,3218,2339,1731,1294,960,783,647,484,272,180,26410,24611,26005,19975,13361,10846,9286,7072,5181,3942,3056,2390,2009,1666,1250,706,503
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Chifunde,MZ1004,101746,101391,203137,17855,16499,14425,11300,9379,8255,6707,4920,3657,2650,1723,1247,1038,842,630,373,246,18365,16945,14897,11280,8904,7395,5964,4742,3843,2898,1964,1321,921,743,590,433,186,36220,33444,29322,22580,18283,15650,12671,9662,7500,5548,3687,2568,1959,1585,1220,806,432
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Chiuta,MZ1005,65527,62125,127652,10963,10481,9213,6990,5499,4869,4290,3301,2550,1965,1451,1119,905,748,579,375,229,11276,10765,9667,7060,5067,4126,3566,2821,2091,1575,1187,873,688,561,416,234,152,22239,21246,18880,14050,10566,8995,7856,6122,4641,3540,2638,1992,1593,1309,995,609,381
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Cidade De Tete,MZ1006,224760,226073,450833,41827,37656,28733,25012,22678,20314,15614,10763,6733,4607,3522,2507,1689,1257,879,524,445,43021,38675,27988,23856,21954,19379,15975,12054,7514,5140,3940,2607,1627,1142,703,280,218,84848,76331,56721,48868,44632,39693,31589,22817,14247,9747,7462,5114,3316,2399,1582,804,663
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Doa,MZ1007,55476,51752,107228,9364,8972,7999,5966,4666,4135,3718,2859,2154,1644,1239,908,626,486,367,253,120,9631,9215,8390,5914,4020,3112,2478,2026,1844,1503,1169,832,546,427,322,215,108,18995,18187,16389,11880,8686,7247,6196,4885,3998,3147,2408,1740,1172,913,689,468,228
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Macanga,MZ1008,101577,100859,202436,18086,16503,14131,11063,9744,8589,6640,4749,3453,2498,1716,1249,970,804,651,482,249,18603,16949,14475,10942,9221,7711,5981,4681,3757,2804,1871,1247,884,698,524,339,172,36689,33452,28606,22005,18965,16300,12621,9430,7210,5302,3587,2496,1854,1502,1175,821,421
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Magoe,MZ1009,58299,59679,117978,9875,9270,8269,6530,4976,4395,3939,2937,1976,1485,1229,981,794,653,495,299,196,10157,9521,8836,6881,5112,4342,3948,3124,2150,1555,1121,824,691,577,440,257,143,20032,18791,17105,13411,10088,8737,7887,6061,4126,3040,2350,1805,1485,1230,935,556,339
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Marara,MZ1010,46743,45888,92631,7194,6880,7538,5699,3436,2881,2877,2301,1798,1437,1125,931,836,709,544,317,240,7400,7066,8394,6408,3950,2959,2338,1803,1435,1098,797,608,532,448,338,186,128,14594,13946,15932,12107,7386,5840,5215,4104,3233,2535,1922,1539,1368,1157,882,503,368
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Maravia,MZ1011,78324,77785,156109,13392,12639,11364,8521,6804,6009,5250,3952,2892,2143,1512,1135,932,748,542,293,196,13774,12981,11669,8561,6716,5582,4624,3694,2943,2236,1580,1106,829,651,461,237,141,27166,25620,23033,17082,13520,11591,9874,7646,5835,4379,3092,2241,1761,1399,1003,530,337
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Moatize,MZ1012,173170,168793,341963,29068,26884,25586,20196,15093,12999,10811,8104,6244,4853,3796,2906,2176,1728,1279,778,669,29899,27612,26508,20391,14810,11868,9334,7240,5597,4336,3515,2532,1701,1335,999,644,472,58967,54496,52094,40587,29903,24867,20145,15344,11841,9189,7311,5438,3877,3063,2278,1422,1141
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Mutarara,MZ1013,108647,101679,210326,17529,16725,16650,12547,8634,7421,6859,5387,4280,3351,2491,1925,1538,1272,993,659,386,18029,17178,17217,12543,8142,6124,4595,3742,3626,2990,2251,1644,1201,968,728,446,255,35558,33903,33867,25090,16776,13545,11454,9129,7906,6341,4742,3569,2739,2240,1721,1105,641
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Tsangano,MZ1014,142363,139384,281747,24437,22534,19821,15783,12979,11330,8875,6552,5148,4005,3110,2363,1732,1393,1079,744,478,25135,23144,20574,15969,12924,10467,7446,5746,4896,3874,3033,2130,1354,1051,800,562,279,49572,45678,40395,31752,25903,21797,16321,12298,10044,7879,6143,4493,3086,2444,1879,1306,757
2024,MOZ,Mo̤ambique,Mozambique,MZ,Tete,MZ10,Zumbu,MZ1015,49570,49249,98819,8494,8017,7317,5341,4354,3832,3278,2474,1880,1410,1004,717,497,380,278,179,118,8736,8234,7717,5496,4158,3443,2988,2389,1829,1360,940,639,459,361,264,158,78,17230,16251,15034,10837,8512,7275,6266,4863,3709,2770,1944,1356,956,741,542,337,196
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Alto Molocue,MZ1101,213557,203092,416649,36046,31548,30052,25299,19487,15986,12978,10078,8218,6873,5563,4063,2734,1923,1327,928,454,37585,32741,31222,25160,18636,13851,10280,8021,6442,5463,4650,3425,2263,1514,951,575,313,73631,64289,61274,50459,38123,29837,23258,18099,14660,12336,10213,7488,4997,3437,2278,1503,767
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Chinde,MZ1102,54314,51852,106166,8794,8077,7312,6145,4411,3712,3479,2864,2368,1997,1562,1175,922,670,440,234,152,9169,8383,7939,6424,4381,3222,2528,2073,1814,1562,1215,952,847,632,408,195,108,17963,16460,15251,12569,8792,6934,6007,4937,4182,3559,2777,2127,1769,1302,848,429,260
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Cidade De Quelimane,MZ1103,248552,239581,488133,43719,38023,30630,28764,24091,20300,15745,11718,8672,7163,6354,4781,3202,2243,1519,1012,616,45585,39462,32244,29139,23837,18382,12915,9594,6889,5726,5270,4000,2731,1826,1095,558,328,89304,77485,62874,57903,47928,38682,28660,21312,15561,12889,11624,8781,5933,4069,2614,1570,944
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Derre,MZ1104,65329,63124,128453,11392,10251,8836,7239,5988,5118,4540,3471,2427,1873,1379,962,684,486,336,229,118,11879,10639,9097,7003,5473,4198,3276,2668,2269,1926,1503,1097,783,560,389,268,96,23271,20890,17933,14242,11461,9316,7816,6139,4696,3799,2882,2059,1467,1046,725,497,214
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Gile,MZ1105,126076,124843,250919,20778,18197,18388,15190,11258,9037,7061,5735,5522,4729,3440,2426,1673,1159,770,496,217,21666,18886,18859,15372,12325,9216,6183,4866,4395,3825,3170,2313,1495,999,642,418,213,42444,37083,37247,30562,23583,18253,13244,10601,9917,8554,6610,4739,3168,2158,1412,914,430
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Gurue,MZ1106,259960,251918,511878,44699,39236,35259,30042,24272,20208,16361,12489,9625,7949,6618,4888,3377,2301,1429,755,452,46607,40721,36418,29863,23675,18211,13800,10701,8155,6736,5490,4104,3130,2150,1274,546,337,91306,79957,71677,59905,47947,38419,30161,23190,17780,14685,12108,8992,6507,4451,2703,1301,789
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Ile,MZ1107,127884,111634,239518,21318,19273,16064,13728,11377,9612,7789,6255,5474,4706,3782,2869,2206,1587,1026,529,289,22229,20002,16025,12500,8939,6683,5322,4359,3692,3236,2823,2147,1518,1032,626,315,186,43547,39275,32089,26228,20316,16295,13111,10614,9166,7942,6605,5016,3724,2619,1652,844,475
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Inhassunge,MZ1108,60976,55731,116707,10027,9265,7285,6357,5129,4443,3985,3205,2514,2153,1887,1497,1194,891,607,341,196,10455,9616,7930,6584,4855,3626,2702,2089,1601,1388,1283,1059,900,694,489,298,162,20482,18881,15215,12941,9984,8069,6687,5294,4115,3541,3170,2556,2094,1585,1096,639,358
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Luabo,MZ1109,35733,34268,70001,5809,5130,5201,4323,3036,2465,2157,1723,1413,1201,991,763,602,433,273,126,87,6057,5325,5343,4320,3017,2200,1642,1305,1093,967,874,701,562,408,261,130,63,11866,10455,10544,8643,6053,4665,3799,3028,2506,2168,1865,1464,1164,841,534,256,150
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Lugela,MZ1110,117071,105104,222175,19484,17908,15068,12610,9952,8543,7810,6242,4791,3985,3279,2493,1914,1378,894,465,255,20316,18585,15540,11938,8134,6108,5269,4395,3696,3149,2467,1852,1461,1035,645,315,199,39800,36493,30608,24548,18086,14651,13079,10637,8487,7134,5746,4345,3375,2413,1539,780,454
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Maganja Da Costa,MZ1111,97351,84168,181519,16048,14881,12459,10550,8069,6933,6460,5268,4206,3551,2946,2188,1525,1046,653,346,222,16733,15444,13248,10264,6201,4354,3670,3051,2631,2327,2048,1562,1098,743,447,221,126,32781,30325,25707,20814,14270,11287,10130,8319,6837,5878,4994,3750,2623,1789,1100,567,348
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Maquival,MZ1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Milange,MZ1113,366586,352687,719273,64422,56471,47790,40495,35479,30019,24019,17720,12310,9798,8280,6288,4724,3526,2528,1714,1003,67173,58608,49474,39380,31962,24912,19519,15227,11325,9327,7680,5815,4461,3282,2270,1460,812,131595,115079,97264,79875,67441,54931,43538,32947,23635,19125,15960,12103,9185,6808,4798,3174,1815
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Mocuba,MZ1114,253617,243128,496745,43701,37955,35084,30214,23872,19684,15697,11931,9364,7608,5809,4252,3242,2332,1542,871,459,45567,39391,36707,30087,21921,16413,12594,9862,7708,6501,5566,4118,2771,1847,1129,625,321,89268,77346,71791,60301,45793,36097,28291,21793,17072,14109,11375,8370,6013,4179,2671,1496,780
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Mocubela,MZ1115,76340,71013,147353,12938,11820,9700,8129,6727,5791,5120,4030,3060,2504,1999,1484,1099,799,551,350,239,13491,12267,10063,7905,5985,4556,3543,2915,2547,2199,1777,1302,876,625,449,341,172,26429,24087,19763,16034,12712,10347,8663,6945,5607,4703,3776,2786,1975,1424,1000,691,411
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Molumbo,MZ1116,189854,185798,375652,34549,30168,24333,20267,19462,16617,12776,9164,6090,4664,3798,2756,1946,1370,916,575,403,36025,31309,25166,19684,17868,14252,10862,8320,5980,4782,3785,2735,1958,1357,876,525,314,70574,61477,49499,39951,37330,30869,23638,17484,12070,9446,7583,5491,3904,2727,1792,1100,717
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Mopeia,MZ1117,93263,89941,183204,15530,13669,13807,11473,8105,6615,5909,4628,3529,2882,2290,1678,1207,854,565,339,183,16193,14186,14284,11389,7778,5674,4410,3559,3019,2599,2138,1619,1221,865,555,305,147,31723,27855,28091,22862,15883,12289,10319,8187,6548,5481,4428,3297,2428,1719,1120,644,330
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Morrumbala,MZ1118,222820,210437,433257,38447,34081,30754,25347,20474,17247,14942,11306,7837,6172,4961,3679,2776,2024,1384,852,537,40089,35371,30699,23640,18310,13955,10870,8703,7098,5982,4767,3561,2678,1963,1372,916,463,78536,69452,61453,48987,38784,31202,25812,20009,14935,12154,9728,7240,5454,3987,2756,1768,1000
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Mulevala,MZ1119,66255,61509,127764,11055,9561,9036,7683,6286,5052,3395,2738,2953,2632,2040,1471,968,646,403,233,103,11527,9923,9140,7362,5671,4141,2668,2161,2175,1950,1609,1198,831,558,338,175,82,22582,19484,18176,15045,11957,9193,6063,4899,5128,4582,3649,2669,1799,1204,741,408,185
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Namacurra,MZ1120,150539,132294,282833,25409,23152,18703,16504,13125,11274,9991,7913,6090,5046,4129,3093,2268,1636,1109,683,414,26494,24028,19632,15914,10441,7588,6077,4941,4168,3591,2983,2229,1572,1113,754,496,273,51903,47180,38335,32418,23566,18862,16068,12854,10258,8637,7112,5322,3840,2749,1863,1179,687
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Namarroi,MZ1121,92939,80582,173521,15409,14319,11654,9733,7881,6787,6044,4953,4175,3543,2832,2056,1372,941,619,397,224,16067,14860,11781,9004,6389,4778,3897,3215,2768,2333,1729,1257,966,688,448,256,146,31476,29179,23435,18737,14270,11565,9941,8168,6943,5876,4561,3313,2338,1629,1067,653,370
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Nicoadala,MZ1122,122295,117020,239315,21067,18112,16509,14598,11679,9606,7383,5531,4306,3576,3010,2285,1679,1232,864,568,290,21967,18797,17519,14696,10828,8050,5867,4528,3592,3039,2593,1953,1392,978,643,394,184,43034,36909,34028,29294,22507,17656,13250,10059,7898,6615,5603,4238,3071,2210,1507,962,474
2024,MOZ,Mo̤ambique,Mozambique,MZ,Zambezia,MZ11,Pebane,MZ1123,124748,121111,245859,20553,18496,17437,14469,10699,8844,7666,6235,5395,4567,3549,2527,1632,1111,746,523,299,21430,19196,18357,14546,10280,7652,5973,5002,4560,4033,3397,2514,1661,1119,713,443,235,41983,37692,35794,29015,20979,16496,13639,11237,9955,8600,6946,5041,3293,2230,1459,966,534